排名,代號,名稱,市場,產業,行動,分數,信心度,收盤價,即時價,營收YoY%,累計營收YoY%,營益率%,負債比%,流動比率%,EPS,本益比,股價淨值比,殖利率%,ETF家數,ETF_1日增減張,ETF_3日增減張,ETF_5日增減張,ETF_10日增減張,ETF_20日增減張,主動ETF_5日增減張,法人1日張,法人5日張,法人10日張,法人20日張,投信買賣超1日張,投信買賣超5日張,投信買賣超10日張,投信買賣超20日張,投信5日買超天數,投信5日賣超天數,投信5日估算金額,自營商買賣超5日張,自營商買賣超10日張,外資持股比率%,外資持股1日增減張,外資持股5日增減張,外資持股10日增減張,外資持股20日增減張,外資買賣超1日張,外資買賣超5日張,外資買賣超10日張,外資買賣超20日張,RSI14,距20EMA%,5日報酬%,淘汰原因
70,1303,南亞,TWSE,塑膠工業,等回測或確認,58.4,100,199,199,31.79,15.98,5.45,38.16,147.43,1.8,95.67,4.57,0.36,23,46588,109221,126985,147315,254035,1372,-6801,-14640,-28414,38823,46749,138523,156250,255312,5,0,27566077000,3106,5000,33.08,-52735,-118336,-134306,-144950,-50130,-156268,-189662,-214499,61.92,11.24,9.64,外資持股5/10日下降，且外資5日賣超
71,5876,上海商銀,TWSE,金融保險業,等回測或確認,58.4,100,45.2,45.2,-4.39,-1.56,,88.71,,1.05,14.27,1.05,4,21,-2758,2483,4747,9580,68211,-752,11914,40499,45221,41054,-2878,2363,4638,62412,3,2,106807600,5500,8323,52.82,4210,25737,10515,-46730,12020,32635,32259,-32057,72.48,4.82,5.61,累計營收負成長且當月改善不足
72,3704,合勤控,TWSE,通信網路業,等回測或確認,58,100,45.7,45.7,47.87,13.91,1.83,49.3,172.53,0.29,40.57,1.61,0.86,1,0,0,0,0,0,0,-419,3853,4556,3216,0,0,0,0,0,0,0,125,113,14.64,-1144,4184,5065,4928,-474,3727,4441,3305,48.52,-1.94,0.77,當下除權息調整價未守20日EMA
73,2476,鉅祥,TWSE,電子零組件業,等回測或確認,57.3,100,118.5,118.5,53.76,36.92,17.83,22.15,420.68,1.14,30.09,3.09,2.28,1,0,0,0,0,0,0,-619,719,-452,143,0,0,0,0,0,0,0,-186,931,9.92,223,656,887,209,-365,905,-1386,-1487,41.97,-6.86,-8.14,當下除權息調整價未守20日EMA
74,5471,松翰,TWSE,半導體業,等回測或確認,57.2,100,55.9,55.9,47.67,28.64,9.07,14,616.33,0.48,61.96,2.84,1.33,1,0,0,0,0,0,0,12,-1871,123,2469,0,0,0,0,0,0,0,65,154,12.02,539,214,825,747,-45,-1938,-34,2306,43.61,-7.81,-17.31,當下除權息調整價未守20日EMA
75,2915,潤泰全,TWSE,貿易百貨,等回測或確認,57.1,100,50.9,50.9,12.84,-22.99,-1.96,9.9,483.12,2.59,6.19,0.49,3.6,3,1,1,1,-277,-776,0,934,-2777,-2828,-449,1,1,-277,-776,1,0,50900,35,25,4.86,-512,-3042,-8118,-7268,1139,-2812,-2575,393,49.86,-0.91,-2.12,外資持股5/10日下降，且外資5日賣超；20日趨勢尚未上彎
76,1216,統一,TWSE,食品工業,等回測或確認,56.6,100,80,80,4.6,3.29,5.86,70.13,88.34,1.15,21.35,3.1,3.8,30,6690,10776,12567,16760,73707,-1127,13825,19384,50973,58524,6316,8651,9258,63696,5,0,692080000,6907,9724,31.33,-2026,4980,16736,-21191,4248,3829,31993,-17162,72.21,3.72,2.04,主動ETF 5日轉為減碼
77,3617,碩天,TWSE,其他電子業,等回測或確認,56.6,100,204,204,25.6,8.89,16.26,37.35,279.17,4.13,15.12,2.21,4.66,3,0,0,0,0,24,0,-84,-402,-41,155,0,0,0,19,0,0,0,-50,13,8.73,396,-322,-36,-259,-67,-353,-56,50,40.99,-6.82,-15.7,外資持股5/10日下降，且外資5日賣超；當下除權息調整價未守20日EMA
78,3167,大量,TWSE,電機機械,等回測或確認,56.5,99.9,766,766,139.66,127.28,21.03,65.6,141.97,3.19,82.94,21.04,0.46,9,4,20,85,160,107,35,-435,19,683,212,126,844,1479,1253,5,0,646504000,7,-107,9.62,151,-344,-91,151,-539,-832,-689,-959,44.68,-7.46,-1.16,外資持股5/10日下降，且外資5日賣超；當下除權息調整價未守20日EMA
79,6139,亞翔,TWSE,其他電子業,等回測或確認,56.4,100,799,799,49.7,69.88,17.21,65.29,145.77,9.45,24.09,9.34,2.65,22,226,227,269,2077,4537,-24,-884,-2708,-5556,-1534,226,72,2105,5035,4,1,57528000,-295,-589,27.73,-538,-2463,-6282,-6059,-857,-2483,-7070,-5447,43.65,-7.23,-8.69,外資持股5/10日下降，且外資5日賣超；當下除權息調整價未守20日EMA
80,2883,凱基金,TWSE,金融保險業,等回測或確認,56.2,100,30,30,-23.3,241.65,,91.24,,0.69,17.16,1.53,3.27,26,800,5901,11137,12071,11504,-4410,14531,58867,134045,202036,-296,-7180,-15607,-23664,2,3,-215400000,16110,21533,25.83,14114,39449,139826,159289,5801,49935,128119,205850,58.52,2.4,-0.17,主動ETF 5日轉為減碼；投信5/10日持續且具金額意義的賣超
81,1326,台化,TWSE,塑膠工業,等回測或確認,56.2,95.7,66.1,66.1,11.59,10.79,3.82,29.29,188.37,1.07,459.33,1.08,0.87,6,6,11,66,1032,2793,-962,-3225,18266,-42548,-31694,6,51,907,2660,4,1,3371100,1054,-3947,37.6,-1930,-1936,-26613,-16769,-2838,17160,-39510,-33619,58.7,6.81,10.17,主動ETF 5日轉為減碼；ETF加碼，但外資持股5/10日同步下降；高波動且5日漲幅過大；估值高且成長不足以支撐
82,2458,義隆,TWSE,半導體業,等回測或確認,56.1,100,164.5,164.5,7.13,4.54,24.15,41.37,173.47,2.46,19.33,5.2,4.03,18,82,122,769,6100,10459,-167,486,1406,6287,9166,82,1992,7322,11678,4,1,327684000,-247,-293,22.4,135,-991,-3277,-2837,558,-340,-742,-2454,43.53,-6.18,-10.35,主動ETF 5日轉為減碼；外資持股5/10日下降，且外資5日賣超；當下除權息調整價未守20日EMA
83,2377,微星,TWSE,電腦及週邊設備業,等回測或確認,56,98.9,141.5,141.5,-9.23,-7.56,6.89,53.89,187.47,4.04,15.15,2.23,2.9,20,-232,-1068,-918,7796,43622,-584,-132,4901,24146,51471,-254,-1367,6865,42556,2,3,-193430500,2290,2571,14.68,-938,5858,12348,7434,129,3977,14709,9010,52.77,0.02,-2.41,累計營收負成長且當月改善不足；20日累積後5日轉為調節；ETF 1/3日已轉為減碼；主動ETF 5日轉為減碼；投信20日買超後近5日轉賣
84,2912,統一超,TWSE,貿易百貨,等回測或確認,55.9,100,243,243,6.31,5.05,4.26,80.62,82.73,2.97,22.38,5.49,3.67,23,1390,1988,2182,2394,6850,-384,1360,4699,8529,6680,1391,2176,2392,6852,4,1,528768000,174,155,13.85,56,3734,6746,-1869,15,2350,5983,-35,63.24,3.12,0.83,主動ETF 5日轉為減碼
85,8150,南茂,TWSE,半導體業,等回測或確認,55.7,94.3,110.5,110.5,37.23,27.07,7.49,45.11,243.73,0.72,103.81,3.49,1,9,0,-7,-6,394,-10940,-327,-12814,1074,15133,38932,0,3212,4380,9328,1,3,354926000,122,-515,45.04,27476,18748,10458,38914,-11246,-2259,11269,28867,53.15,2.79,-5.56,主動ETF 5日轉為減碼；外資持股趨勢資料不足或期間有非市場異動
86,2633,台灣高鐵,TWSE,航運業,等回測或確認,55.3,100,25.95,25.95,2.77,4.03,43.23,80.58,117.4,0.37,21.61,1.97,4.4,10,-18,741,3086,5863,79250,-4677,1796,12284,9617,2501,-18,3067,5835,79225,4,1,79588650,64,-25,6.08,5435,9817,-477,-77134,1838,9153,3807,-66750,47.38,-0.8,-2.81,主動ETF 5日轉為減碼；當下除權息調整價未守20日EMA
87,4958,臻鼎-KY,TWSE,電子零組件業,等回測或確認,55.2,100,521,521,32.83,13.89,6.15,41.45,158.83,1.33,81.52,4.92,0.59,43,322,712,1729,110,20502,867,-3302,6903,2610,-33964,495,7279,2951,17162,4,1,3792359000,-194,-518,59.22,-7259,3375,4042,-46049,-3437,-182,176,-50541,42.79,-10.53,-11.39,當下除權息調整價未守20日EMA
88,3711,日月光投控,TWSE,半導體業,等回測或確認,55,100,614,614,32.86,22.02,10.1,60.19,114.67,3.24,63.32,8.54,0.96,56,-152,408,417,5767,-31245,1627,-12382,-11225,-33141,-9906,-61,3081,10842,-23940,4,1,1891734000,490,914,77.48,-1177,-2489,-32236,22111,-11743,-14798,-44899,11730,46.34,-5.4,-9.31,外資持股趨勢資料不足或期間有非市場異動；當下除權息調整價未守20日EMA
89,2881,富邦金,TWSE,金融保險業,等回測或確認,54.9,100,124.5,124.5,-53.65,466.35,,92.11,,2.4,17.19,1.91,3.4,35,2798,2901,2282,-2037,-60581,-2347,10397,15966,21471,19814,2404,726,-4713,-65272,3,2,90387000,3416,3374,18.28,-3032,3528,69706,73256,6338,11826,22810,80760,51.47,-0.47,0,主動ETF 5日轉為減碼；20日趨勢尚未上彎；當下除權息調整價未守20日EMA
90,2379,瑞昱,TWSE,半導體業,等回測或確認,54.9,99.4,718,718,20.6,10.52,11.89,68.4,114.69,8.44,25.63,8.12,3.51,45,-746,-1785,-786,2199,8669,26,720,-1699,-1066,-3687,-797,-1161,1511,7868,2,3,-833598000,710,1376,45.84,1081,-2574,-6695,-13140,1269,-1248,-3954,-12275,46.68,-4.92,-14.52,20日累積後5日轉為調節；ETF 1/3日已轉為減碼；投信20日買超後近5日轉賣；外資持股趨勢資料不足或期間有非市場異動；當下除權息調整價未守20日EMA
91,6669,緯穎,TWSE,電腦及週邊設備業,等回測或確認,54.8,100,4620,4620,29.79,41.71,6.31,67.6,153.41,75.95,17.15,6.78,3.21,40,-76,-72,-41,209,1246,-41,-132,165,927,-1089,-75,79,1661,2959,4,1,364980000,-12,-36,28.03,35,-325,-1629,-3710,-4,98,-699,-3817,41.65,-6.76,-8.33,20日累積後5日轉為調節；ETF 1/3日已轉為減碼；當下除權息調整價未守20日EMA
92,6213,聯茂,TWSE,電子零組件業,等回測或確認,54.6,96,319,319,47.94,25.62,4.64,47.16,179.33,0.87,79.46,5.6,0.92,12,160,154,170,360,1094,-396,2479,3006,-3159,26216,1643,1777,5851,9663,4,1,566863000,-1483,-497,17.91,1624,-1144,-8420,17768,1254,2711,-8514,15234,46.55,-5.83,-17.14,主動ETF 5日轉為減碼；ETF加碼，但外資持股5/10日同步下降；當下除權息調整價未守20日EMA
93,3026,禾伸堂,TWSE,電子零組件業,等回測或確認,54.1,100,690,690,33.9,15.61,13.36,39.01,204.01,2.86,98.71,13.12,0.76,15,116,815,1971,4381,4373,1532,2609,2132,6433,7483,-708,-968,8580,8403,3,2,-667920000,-388,-1057,15.26,2255,611,-2064,-917,3498,3487,-1093,201,42.53,-16.08,-31.34,當下除權息調整價未守20日EMA
94,2316,楠梓電,TWSE,電子零組件業,等回測或確認,54,100,159.5,159.5,27.83,30.96,-7.14,31.42,226.6,3.53,11.46,2.34,1.13,2,68,68,81,81,82,13,88,-682,-1917,434,68,81,81,254,2,0,12919500,-165,-141,35.51,345,-1433,-2611,591,71,-598,-1857,531,36.8,-17.36,-23.32,外資持股5/10日下降，且外資5日賣超；當下除權息調整價未守20日EMA
95,4764,雙鍵,TWSE,化學工業,等回測或確認,54,100,296,296,22.36,26.34,14.65,51.67,136.61,1.03,174.73,11.6,0.3,1,0,0,0,53,53,0,39,862,787,2807,0,859,1843,1943,1,0,254264000,-7,-29,27.14,-213,-350,-1053,471,71,11,-1025,933,49.13,-4.51,-11.9,外資持股趨勢資料不足或期間有非市場異動；當下除權息調整價未守20日EMA；估值高且成長不足以支撐
96,3008,大立光,TWSE,光電業,等回測或確認,53.9,100,4010,4010,-10.46,11.26,37.39,17.56,402.4,46.63,26.59,3.02,1.88,34,33,170,216,-236,-837,96,82,-819,-1979,-4530,55,659,212,-130,4,1,2642590000,48,-35,30.39,-38,-1892,-2564,-4005,102,-1526,-2157,-4587,46.22,-4.92,1.52,外資持股5/10日下降，且外資5日賣超；20日趨勢尚未上彎；當下除權息調整價未守20日EMA
97,2363,矽統,TWSE,半導體業,等回測或確認,53.6,100,56.7,56.7,74.8,99.91,7.2,9.18,298.04,0.17,37.06,1.59,0.95,2,0,0,10,30,185,0,-6776,-9572,-18481,-9960,0,10,30,185,1,0,567000,-324,-1585,7.54,-1430,-2074,-21126,-5829,-6494,-9256,-16924,-9909,38.13,-12.7,-13.57,外資持股5/10日下降，且外資5日賣超；當下除權息調整價未守20日EMA
98,2885,元大金,TWSE,金融保險業,等回測或確認,53.6,100,65,65,72.83,142.25,,91.67,,1.08,20.52,2.48,3.3,40,1857,3758,6368,18135,-60195,1653,-8917,-24538,-11812,-73797,1165,-2299,4334,-77940,2,3,-149435000,9195,11803,26.68,-2229,-27985,-19702,9878,-14862,-31434,-27947,-8786,47.52,-2.29,-4.83,外資持股5/10日下降，且外資5日賣超；當下除權息調整價未守20日EMA
99,2634,漢翔,TWSE,航運業,等回測或確認,53.3,93,61.2,61.2,7.23,7.04,3.59,64.76,142.74,0.28,80.63,3.35,1.21,4,280,284,321,457,923,-625,5184,7523,12080,28143,280,313,443,910,3,1,19155600,-609,1473,4.36,-4921,3842,1519,11744,6041,7819,10164,23971,59.29,5.38,5.52,主動ETF 5日轉為減碼；估值高且成長不足以支撐
100,2351,順德,TWSE,半導體業,等回測或確認,53.2,100,172.5,172.5,51.72,24.21,9.69,43.39,218.26,1.22,84.73,4.81,0.57,3,-72,-78,728,724,683,806,233,2063,6622,4481,-72,730,809,2790,2,2,125925000,-252,-579,17.2,-453,456,5818,1061,465,1584,6391,2208,40.72,-13.36,-13.75,ETF 1/3日已轉為減碼；當下除權息調整價未守20日EMA
101,2425,承啟,TWSE,電腦及週邊設備業,等回測或確認,52,72,41.25,41.25,375.57,116.51,0.01,54.57,183.46,0.62,,1.67,0.23,1,33,33,33,33,33,0,-3,-99,-96,-1482,33,33,33,33,1,0,1361250,139,137,9.99,-197,-15,-459,-1933,-118,-271,-266,-1653,,,,外資持股5/10日下降，且外資5日賣超
102,2449,京元電子,TWSE,半導體業,等回測或確認,51.5,100,286.5,286.5,28.64,36.08,27.2,51.9,152.33,1.87,43.15,7.14,0.47,33,-683,1913,2177,1558,-18798,3253,-19665,-23374,-42087,44777,-643,2624,3588,-15648,4,1,751776000,-760,-1105,34.25,1810,-12290,-28075,66438,-16943,-25237,-44568,58642,43.24,-8.08,-7.13,外資持股5/10日下降，且外資5日賣超；當下除權息調整價未守20日EMA
103,3596,智易,TWSE,通信網路業,等回測或確認,51.4,100,181.5,181.5,3.96,1.92,6.43,70.73,123.01,3.12,14.94,2.65,4.76,5,0,1,12,47,4837,-181,-62,-41,260,3292,0,12,47,4836,3,0,2178000,-7,-40,33.75,-229,-82,-140,-444,-31,-48,251,-887,42.34,-4.59,-6.44,主動ETF 5日轉為減碼；外資持股5/10日下降，且外資5日賣超；當下除權息調整價未守20日EMA
104,6257,矽格,TWSE,半導體業,等回測或確認,50.6,100,214.5,214.5,21,18.08,22.37,44.09,185.48,2.1,35.58,5.27,1.79,16,-177,-163,302,179,-369,-46,-4078,-6208,-8135,13287,-176,299,372,898,3,2,64135500,-508,-711,31.34,-21,-2163,-4070,13764,-3759,-5998,-7795,11971,42.52,-8.58,-12.27,ETF 1/3日已轉為減碼；外資持股5/10日下降，且外資5日賣超；當下除權息調整價未守20日EMA
105,2401,凌陽,TWSE,半導體業,等回測或確認,50.5,100,27.4,27.4,35.25,19.54,7.83,25.17,398.66,-0.02,,2.15,,2,5,5,10,25,155,0,-1389,-5984,-5141,9675,5,10,25,155,2,0,274000,-1465,-1270,18.25,-696,-443,300,10933,-992,-4529,-3896,10516,38.38,-11.87,-16.97,當下除權息調整價未守20日EMA
106,9921,巨大,TWSE,運動休閒,等回測或確認,50.5,100,86.6,86.6,15.98,-10.5,-1.53,48.26,167.76,-0.51,220,1,2.05,2,1,1,1,1,-16,0,699,3067,2149,1632,1,-1,131,313,1,2,-86600,212,192,27.59,-594,1327,-52,-356,579,2856,1826,1134,68.01,10.68,19.12,估值高且成長不足以支撐
107,3023,信邦,TWSE,電子零組件業,等回測或確認,50.3,100,303,303,17.59,8.75,11.53,45.52,189.46,3.6,24.67,4.32,3.17,15,-105,-201,-167,3416,8234,-93,-255,-797,-3203,-1878,-111,-303,2917,7863,1,3,-91809000,248,336,41.88,-118,-1363,-6801,-9020,-273,-744,-6457,-10283,42.11,-5.21,-7.06,20日累積後5日轉為調節；ETF 1/3日已轉為減碼；主動ETF 5日轉為減碼；投信20日買超後近5日轉賣；外資持股5/10日下降，且外資5日賣超；當下除權息調整價未守20日EMA
108,2501,國建,TWSE,建材營造,等回測或確認,50,93,22.4,22.4,-71.58,26.93,17.44,61.26,165.66,1.21,5.92,0.84,5.24,2,333,391,448,662,1445,-997,655,-2535,-7707,-10276,333,448,662,1445,4,0,10035200,-450,-440,12.22,1325,-3570,-7177,-6428,343,-2533,-7929,-11271,43.8,-2.84,-6.28,主動ETF 5日轉為減碼；外資持股5/10日下降，且外資5日賣超；當下除權息調整價未守20日EMA
109,4576,大銀微系統,TWSE,電機機械,等回測或確認,49.8,100,194,194,62.56,47.78,16.65,37.33,204.05,0.96,83.07,6.11,0.38,1,0,0,0,0,0,0,-114,-183,-1041,-1450,0,0,0,-40,0,0,0,-62,-225,5.75,747,783,276,-184,-78,-121,-817,-1304,42.36,-8.73,-11.01,當下除權息調整價未守20日EMA
110,6409,旭隼,TWSE,其他電子業,等回測或確認,49.7,100,967,967,5.72,-8.79,18.11,42.09,188.74,4.46,29.22,8.66,3.63,12,85,80,73,1494,3006,0,159,-456,-109,2024,85,72,1493,3008,2,3,69624000,-22,-73,52.24,1,-800,-1813,-830,88,-506,-1529,-921,45.23,-7.41,-12.49,累計營收負成長且當月改善不足；外資持股趨勢資料不足或期間有非市場異動；當下除權息調整價未守20日EMA
111,4585,達明,TWSE,其他電子業,等回測或確認,49.2,100,301.5,301.5,41.88,11.7,5.4,11.23,441.99,0.65,245.45,4.93,0.31,2,0,0,0,0,0,0,-103,-82,-65,18,0,0,0,0,0,0,0,-34,22,0.42,76,60,147,168,-103,-49,-87,-11,43.92,-4.04,-5.19,當下除權息調整價未守20日EMA
112,3532,台勝科,TWSE,半導體業,等回測或確認,49.2,93,424,424,23.71,15.76,-3.18,52.65,251.18,-0.18,596.2,7.53,0.21,6,1,10,10,155,287,-144,1346,5762,6616,6955,354,5209,8329,8800,4,0,2208616000,-404,-1042,43.11,-699,-889,-1999,-3069,1001,959,-668,-1110,54.31,2.41,0.12,主動ETF 5日轉為減碼；ETF加碼，但外資持股5/10日同步下降；估值高且成長不足以支撐
113,2493,揚博,TWSE,電子零組件業,等回測或確認,49.1,100,211.5,211.5,32.06,9.46,17.97,51.53,160.67,1.26,55.44,10.24,1.71,2,50,38,52,75,80,0,3407,6059,3801,5119,50,-46,-23,-18,3,2,-9729000,-302,-110,7.65,355,2130,464,1694,3379,6407,3934,5296,40,-16.3,-22.81,當下除權息調整價未守20日EMA
114,1444,力麗,TWSE,紡織纖維,等回測或確認,48.2,72,8.12,8.12,25.55,24.23,-0.66,45.64,86.07,0.07,,0.83,,1,361,361,361,361,361,0,119,-2325,-4555,1529,361,361,361,361,1,0,2931320,115,175,5.55,-1457,-1723,-1209,1174,-320,-2801,-5091,918,,,,外資持股5/10日下降，且外資5日賣超
115,2406,國碩,TWSE,光電業,等回測或確認,48.1,72,30.75,30.75,63,133.5,10.29,48.86,198.09,0.27,,3.26,,1,152,152,152,152,152,0,-4592,-12712,-23061,-16165,152,152,152,152,1,0,4674000,16,100,14.83,-1154,-8160,-29271,-12667,-4738,-12879,-23312,-16412,,,,外資持股5/10日下降，且外資5日賣超
116,2481,強茂,TWSE,半導體業,等回測或確認,48,93,151.5,151.5,27.37,13.98,6.5,48.21,180.12,0.75,53.02,4.4,1.08,5,0,4,305,307,872,0,3623,-10,173,11844,0,-2492,-4240,-359,2,1,-377538000,-3444,-1910,23.87,430,927,1011,8204,4505,5925,6320,12479,40.14,-16.32,-28.87,當下除權息調整價未守20日EMA
117,3060,銘異,TWSE,電腦及週邊設備業,等回測或確認,47.9,72,29.45,29.45,48.98,17.56,4.37,39.04,211.89,0.33,,1.62,0.62,1,63,63,63,63,63,0,-686,-3351,-3600,549,63,63,63,63,1,0,1855350,10,7,14.71,-235,-1921,-2597,1273,-745,-3424,-3671,535,,,,外資持股5/10日下降，且外資5日賣超
118,8039,台虹,TWSE,電子零組件業,等回測或確認,47.5,100,192.5,192.5,-6.57,2.45,6.06,32.91,245.15,0.65,84.18,4.96,1,2,0,0,0,-264,-248,0,1996,15265,18141,18783,1966,3019,2755,2771,2,0,581157500,1000,1051,22.99,610,16400,16590,16993,-371,11246,14336,15286,67.76,19.03,25,短線過熱或乖離過大；高波動且5日漲幅過大；估值高且成長不足以支撐
119,2547,日勝生,TWSE,建材營造,等回測或確認,47.1,72,10.3,10.3,141.99,43.61,21.82,75.59,87.59,0.06,79.29,0.8,7.21,1,0,0,0,-26,3435,0,608,-3157,2694,6814,0,0,-31,3426,0,0,0,53,95,13.16,-466,-2784,-533,-146,542,-3210,2630,3279,,,,外資持股5/10日下降，且外資5日賣超
120,2369,菱生,TWSE,半導體業,等回測或確認,47,100,35.9,35.9,36.52,37.3,1.56,34.01,247.52,0.1,,3.08,,1,0,0,0,0,0,0,-7226,-12574,-17770,-2697,0,0,0,0,0,0,0,-957,-232,18.37,115,-3135,-9563,1776,-6905,-11617,-17537,-2965,43.74,-8.78,-15.53,外資持股5/10日下降，且外資5日賣超；當下除權息調整價未守20日EMA
121,1708,東鹼,TWSE,化學工業,等回測或確認,46.7,72,52.5,52.5,3.25,11.5,16.67,41.95,100.39,1.11,16.59,1.88,2.86,1,100,100,100,100,100,0,576,-2754,-4898,-8672,100,100,100,100,1,0,5250000,-100,-204,10.29,-550,-4447,-3064,-8774,508,-2754,-4794,-8729,,,,外資持股5/10日下降，且外資5日賣超
122,3673,TPK-KY,TWSE,光電業,等回測或確認,46.6,69,65.5,65.5,7.03,14.87,-0.32,47.04,216.68,1.33,19.67,0.72,2.51,1,117,117,117,117,117,0,424,-2319,-2010,-18593,117,117,117,117,1,0,7663500,-361,-994,36.7,-833,-2879,-2480,-12984,713,-2075,-1133,-16234,,,,外資持股趨勢資料不足或期間有非市場異動
123,3576,聯合再生,TWSE,光電業,等回測或確認,46.2,100,17.85,17.85,-9.51,-24.09,-86.65,48.61,146.42,1.07,42.14,2.2,,1,0,0,0,0,0,0,5076,36500,25264,-7079,0,0,0,0,0,0,0,-20,-62,12.93,6482,31757,20408,-15495,5160,36520,25325,-7054,53.87,3.08,8.84,累計營收負成長且當月改善不足；20日趨勢尚未上彎
124,6834,天二科技,TWSE,電子零組件業,等回測或確認,46.2,72,96.3,96.3,66.46,36.56,8.5,37.92,154.16,0.45,175.41,6.48,0.37,1,27,27,27,27,27,0,1470,-581,413,823,27,27,27,27,1,0,2600100,-182,-104,12.24,221,-1745,-628,729,1427,-426,491,929,,,,外資持股5/10日下降，且外資5日賣超
125,2208,台船,TWSE,航運業,等回測或確認,45.7,100,19.9,19.9,14.86,-30.71,-3.8,85.17,110.85,0.07,,3.6,,1,0,0,0,0,-601,0,792,1371,269,-1700,0,0,0,-601,0,0,0,102,90,7.52,-443,751,-338,-1225,741,1269,179,-1176,52.57,0.98,0.76,外資持股趨勢資料不足或期間有非市場異動
126,6919,康霈*,TWSE,生技醫療業,等回測或確認,45.7,100,103.5,103.5,,-70.78,-12291550,1.82,4520.84,-0.07,,18.85,,4,0,0,0,2,-24713,0,1327,5389,8763,-994,0,-8,-13,-24751,0,3,-828000,39,71,14.05,1514,4458,5138,21376,1431,5359,8706,23392,49.83,-0.75,-3.72,當下除權息調整價未守20日EMA
127,5285,界霖,TWSE,半導體業,等回測或確認,45.6,100,85.1,85.1,14.12,11.04,9.87,45.84,258.99,1,43.95,3.17,1.63,1,0,0,0,0,0,0,-40,530,2091,-87,0,0,0,0,0,0,0,73,100,7.69,-140,-170,2487,127,-36,457,1988,-193,42.21,-9.86,-11.35,當下除權息調整價未守20日EMA
128,2409,友達,TWSE,光電業,等回測或確認,44.8,100,25.8,25.8,13.83,-1,-0.92,57.02,111.83,-0.15,86.41,1.4,1.45,10,3696,3774,3803,3875,2873,0,-13965,-198308,-7106,-30860,3696,3768,3823,2826,4,1,97214400,-19705,-5797,10.92,-8464,10313,-48385,59257,-15636,-182371,-5133,-24417,44.26,-9.05,-17.97,外資持股趨勢資料不足或期間有非市場異動；當下除權息調整價未守20日EMA；估值高且成長不足以支撐
129,2352,佳世達,TWSE,電腦及週邊設備業,等回測或確認,44.6,100,30.4,30.4,-0.62,1.03,1.34,71.52,114.51,0.2,50.56,1.69,3.19,6,2838,2738,2738,19571,47020,0,-1532,-8178,-17443,-4044,2838,2738,19571,47020,1,1,83235200,-155,-266,7.94,-1652,-13177,-34325,-32389,-4178,-10761,-36749,-50809,46.24,-3.9,-7.88,外資持股5/10日下降，且外資5日賣超；當下除權息調整價未守20日EMA
130,3481,群創,TWSE,光電業,等回測或確認,44.5,100,52.6,52.6,17.25,16.11,2.25,40.84,145.85,0.2,520.91,2.02,1.75,15,307,429,648,754,1768,-1360,55726,34925,-9657,-323774,-59,-5073,-5422,36556,3,2,-266839800,-10125,-15720,21.19,1406,-1545,-49283,-306703,59977,50122,11485,-334213,40.25,-12.93,-19.45,主動ETF 5日轉為減碼；ETF加碼，但外資持股5/10日同步下降；當下除權息調整價未守20日EMA；估值高且成長不足以支撐
131,3016,嘉晶,TWSE,半導體業,等回測或確認,43.5,100,104.5,104.5,41.17,27.87,10.6,31.18,329.36,0.35,282.93,6.84,0.43,1,0,0,0,0,0,0,0,386,-4638,4446,0,0,0,0,0,0,0,-121,-161,5.89,-289,557,-2320,5216,0,506,-4479,4516,41.08,-14.69,-13.99,當下除權息調整價未守20日EMA
132,6438,迅得,TWSE,其他電子業,等回測或確認,43.1,100,145,145,-3.13,11.99,11.12,44.54,178.15,1.76,28.3,2.25,3.24,1,0,0,0,0,0,0,-263,-411,-1071,267,0,0,0,0,0,0,0,-31,-269,6.79,-32,-103,-384,559,-214,-379,-801,288,40.73,-6.12,-3.33,外資持股5/10日下降，且外資5日賣超；當下除權息調整價未守20日EMA
